SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
0,Yes,No,35,Month-to-month,No,No,Yes,Electronic check,No,5,45.2,1544.65,No
0,Yes,No,48,Month-to-month,Fiber optic,No,No internet service,Credit card,No,4,92.44,4444.54,No
0,Yes,No,35,Month-to-month,DSL,Yes,Yes,Credit card,Yes,6,74.8,2652.89,No
1,Yes,Yes,32,Two year,Fiber optic,No internet service,No internet service,Electronic check,No,2,79.3,2521.49,No
1,No,Yes,68,Two year,DSL,Yes,No,Electronic check,Yes,2,53.82,3718.45,No
0,No,No,11,Two year,No,No internet service,No internet service,Credit card,Yes,1,18.37,150.92,No
0,Yes,No,41,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,No,5,97.53,3940.57,Yes
0,Yes,No,39,One year,Fiber optic,No,No,Bank transfer,Yes,6,96.81,3714.02,No
0,Yes,No,34,Month-to-month,DSL,Yes,No internet service,Mailed check,Yes,5,76.2,2524.71,No
0,Yes,No,58,Month-to-month,Fiber optic,No internet service,No,Bank transfer,No,3,88.99,5174.88,No
0,No,No,19,Month-to-month,No,No,No,Electronic check,Yes,6,43.24,782.45,Yes
0,No,No,69,Two year,Fiber optic,Yes,No,Bank transfer,No,2,86.48,5910.71,No
0,No,No,24,Month-to-month,DSL,No,Yes,Mailed check,Yes,5,52.14,1266.55,No
0,No,No,39,One year,DSL,No,Yes,Credit card,Yes,4,74.58,2941.58,No
0,No,No,38,Two year,Fiber optic,No internet service,Yes,Electronic check,No,6,88.97,3422.89,No
0,No,No,62,One year,DSL,No,No,Electronic check,Yes,6,74.97,4683.15,No
0,No,Yes,32,Month-to-month,No,No internet service,Yes,Electronic check,Yes,3,36.06,1117.2,No
0,Yes,Yes,20,Two year,Fiber optic,No,No,Electronic check,Yes,1,81.24,1635.84,Yes
0,Yes,Yes,1,One year,DSL,No,No,Credit card,Yes,1,47.53,67.4,No
0,No,No,26,Month-to-month,No,No,No,Electronic check,Yes,5,29.63,751.38,Yes
0,Yes,No,60,One year,Fiber optic,No internet service,No internet service,Electronic check,Yes,3,81.54,4898.99,No
0,Yes,No,0,Two year,DSL,No internet service,No internet service,Credit card,Yes,1,48.19,0.0,Yes
0,No,No,65,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,Yes,5,80.2,5187.9,Yes
0,No,Yes,39,Month-to-month,DSL,No,No,Electronic check,No,4,63.27,2482.4,No
1,Yes,No,10,Month-to-month,Fiber optic,No,Yes,Bank transfer,No,1,68.04,740.7,Yes
0,Yes,No,22,Month-to-month,No,Yes,No internet service,Mailed check,Yes,5,46.39,1066.64,Yes
0,Yes,Yes,40,One year,No,No internet service,Yes,Credit card,No,4,36.52,1487.23,No
0,No,Yes,23,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,No,6,108.77,2504.9,Yes
1,Yes,Yes,7,Month-to-month,Fiber optic,Yes,No,Electronic check,No,6,95.46,665.21,Yes
0,No,No,48,Month-to-month,DSL,No,No,Bank transfer,No,6,74.58,3521.94,No
1,No,Yes,49,Month-to-month,Fiber optic,No,No,Credit card,Yes,6,95.72,4656.86,Yes
0,No,No,8,Month-to-month,DSL,No,Yes,Mailed check,Yes,5,57.76,429.97,Yes
0,No,No,20,One year,Fiber optic,Yes,No,Bank transfer,No,5,91.27,1848.39,No
0,Yes,No,17,Month-to-month,DSL,Yes,Yes,Mailed check,Yes,4,67.52,1185.64,No
0,Yes,No,48,Month-to-month,No,Yes,No,Mailed check,No,5,46.11,2242.74,Yes
0,No,Yes,53,Two year,No,No,No,Bank transfer,No,6,45.24,2445.03,No
0,Yes,No,53,Two year,DSL,Yes,No,Electronic check,Yes,1,40.76,2163.17,No
0,Yes,No,68,Month-to-month,Fiber optic,No,No,Mailed check,Yes,1,78.37,5289.84,Yes
1,Yes,No,56,Month-to-month,DSL,Yes,Yes,Electronic check,No,3,61.02,3415.12,No
0,Yes,Yes,23,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,2,84.06,1904.39,Yes
0,Yes,No,7,Month-to-month,DSL,No,Yes,Bank transfer,No,4,61.36,455.83,Yes
0,No,No,44,Month-to-month,DSL,No,No,Electronic check,No,2,43.89,1916.8,No
0,No,Yes,66,Two year,Fiber optic,No internet service,No internet service,Electronic check,Yes,5,95.7,6312.26,No
0,No,Yes,71,One year,Fiber optic,Yes,No,Credit card,Yes,6,96.95,6911.19,No
1,No,Yes,16,Month-to-month,Fiber optic,No,No,Electronic check,Yes,2,87.35,1367.96,Yes
0,Yes,No,17,Two year,Fiber optic,No,No internet service,Electronic check,No,5,92.67,1613.95,No
0,No,No,2,Month-to-month,DSL,Yes,Yes,Electronic check,Yes,1,49.23,44.56,Yes
0,No,No,10,Month-to-month,DSL,No internet service,Yes,Bank transfer,Yes,5,70.0,712.26,Yes
0,Yes,No,40,Month-to-month,Fiber optic,No internet service,No,Electronic check,Yes,5,88.92,3553.16,Yes
0,No,No,39,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,5,88.63,3489.66,No
0,Yes,No,27,Two year,DSL,No internet service,No,Bank transfer,Yes,3,57.91,1508.6,Yes
0,Yes,Yes,22,Month-to-month,Fiber optic,No,No,Electronic check,Yes,1,68.98,1456.33,Yes
1,Yes,Yes,60,One year,Fiber optic,No,No,Mailed check,No,6,95.63,5767.8,No
1,Yes,No,33,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,1,86.14,2826.98,Yes
1,Yes,No,59,Two year,No,Yes,No,Electronic check,No,3,39.76,2342.21,No
0,No,No,70,One year,Fiber optic,Yes,Yes,Bank transfer,No,2,80.85,5633.11,No
0,No,No,23,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,106.31,2481.64,Yes
1,Yes,No,14,Month-to-month,Fiber optic,No,No,Credit card,No,4,83.05,1174.67,No
0,No,Yes,69,Two year,DSL,Yes,Yes,Bank transfer,Yes,4,77.94,5387.49,No
0,Yes,No,46,Month-to-month,DSL,No,Yes,Electronic check,Yes,2,51.24,2310.26,Yes
0,No,Yes,21,Month-to-month,DSL,Yes,Yes,Credit card,Yes,5,79.52,1689.98,No
0,Yes,No,45,Two year,No,No,Yes,Mailed check,Yes,2,41.0,1805.31,No
0,Yes,No,37,Month-to-month,DSL,Yes,Yes,Electronic check,Yes,5,56.98,2081.92,No
1,No,Yes,66,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,6,105.8,6928.19,Yes
0,No,Yes,18,Month-to-month,Fiber optic,No,No internet service,Credit card,Yes,2,77.3,1385.14,Yes
0,No,No,72,Month-to-month,Fiber optic,No,No internet service,Mailed check,No,5,89.09,6457.06,Yes
0,No,No,68,Month-to-month,No,Yes,No internet service,Mailed check,Yes,2,32.15,2195.27,No
0,No,No,13,Month-to-month,Fiber optic,No,No,Mailed check,Yes,6,90.95,1164.68,Yes
0,Yes,Yes,12,Month-to-month,DSL,No internet service,No,Electronic check,Yes,6,75.01,904.49,Yes
0,Yes,No,38,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,2,73.36,2791.82,Yes
0,Yes,No,3,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,2,80.06,242.82,Yes
0,Yes,No,21,Two year,Fiber optic,Yes,No,Credit card,Yes,1,82.51,1739.8,No
0,Yes,No,31,One year,Fiber optic,Yes,No,Electronic check,Yes,5,94.82,2897.82,Yes
1,No,No,70,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,94.84,6643.06,Yes
0,Yes,No,72,Month-to-month,DSL,Yes,No,Mailed check,No,1,52.75,3727.79,No
0,No,No,11,One year,No,No,Yes,Electronic check,Yes,5,34.06,397.68,No
0,No,No,65,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,Yes,5,87.47,5641.44,No
0,No,No,6,Month-to-month,Fiber optic,Yes,No,Bank transfer,No,3,80.92,532.62,Yes
0,No,No,54,One year,DSL,Yes,Yes,Electronic check,No,2,58.72,3073.07,No
0,Yes,No,61,Month-to-month,DSL,No internet service,Yes,Credit card,No,4,65.43,4058.21,Yes
0,Yes,Yes,65,One year,Fiber optic,No,Yes,Mailed check,Yes,4,91.21,5863.08,No
0,No,Yes,16,Two year,Fiber optic,No internet service,No,Bank transfer,Yes,5,92.34,1429.44,Yes
0,No,No,65,Two year,Fiber optic,No,No internet service,Credit card,Yes,4,83.27,5424.51,No
0,Yes,No,8,Month-to-month,Fiber optic,No,No,Bank transfer,No,1,83.43,692.19,Yes
0,Yes,No,37,Month-to-month,DSL,No internet service,Yes,Credit card,Yes,2,49.81,1831.63,Yes
0,No,No,34,Month-to-month,Fiber optic,Yes,No,Credit card,No,3,86.01,2960.04,Yes
0,No,No,23,One year,No,No internet service,No,Mailed check,Yes,3,32.83,723.23,No
0,Yes,No,1,Two year,Fiber optic,No,No,Electronic check,No,3,86.88,70.89,Yes
0,Yes,No,56,Two year,Fiber optic,No internet service,No,Electronic check,Yes,6,93.37,5216.64,No
0,No,Yes,24,Month-to-month,No,Yes,Yes,Credit card,Yes,2,35.32,826.14,No
1,Yes,No,48,Two year,DSL,No,No,Electronic check,Yes,5,75.77,3559.59,No
0,No,Yes,29,Month-to-month,Fiber optic,Yes,Yes,Credit card,No,3,89.45,2593.06,Yes
0,Yes,No,27,Two year,No,No internet service,No,Electronic check,Yes,6,47.95,1290.05,No
1,No,No,64,Month-to-month,Fiber optic,Unknown,No internet service,Bank transfer,Yes,6,94.39,6084.09,No
0,Yes,No,6,Month-to-month,DSL,Yes,No internet service,Electronic check,No,5,84.43,455.14,Yes
0,Yes,Yes,53,Month-to-month,No,No internet service,Yes,Credit card,No,5,36.55,1911.57,No
1,No,No,54,Two year,DSL,No,No,Electronic check,No,4,68.29,3735.8,Yes
0,Yes,Yes,27,Month-to-month,DSL,No,No internet service,Mailed check,No,4,65.0,1766.73,No
0,No,No,19,Month-to-month,DSL,Yes,No internet service,Credit card,Yes,4,62.62,1211.76,No
0,Yes,Yes,0,Month-to-month,Fiber optic,No,Yes,Electronic check,No,1,75.61,0.0,Yes
0,No,No,68,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,6,93.94,6406.23,Yes
0,No,No,69,Two year,Fiber optic,No,Yes,Credit card,No,6,99.56,6942.48,Yes
1,No,Yes,17,Month-to-month,No,Unknown,Yes,Credit card,No,4,39.9,681.96,Yes
1,Yes,Yes,2,Month-to-month,Fiber optic,No,No,Electronic check,Yes,6,113.07,185.69,Yes
0,No,No,8,One year,Fiber optic,Yes,No,Bank transfer,Yes,3,89.92,744.91,No
0,No,Yes,4,Month-to-month,No,Yes,Yes,Electronic check,No,1,27.6,87.74,No
0,No,Yes,60,Month-to-month,No,No,No internet service,Electronic check,No,6,50.45,3022.6,No
1,Yes,No,65,Month-to-month,DSL,Yes,No,Bank transfer,No,4,74.04,4827.41,No
0,Yes,No,11,Month-to-month,DSL,No,No internet service,Electronic check,No,6,66.18,695.13,No
1,Yes,No,54,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,2,77.9,4186.19,No
0,No,No,13,Month-to-month,No,No,No internet service,Electronic check,Yes,3,22.06,305.81,No
0,No,No,26,Month-to-month,Fiber optic,No,No,Credit card,Yes,5,95.85,2470.15,Yes
0,Yes,No,43,One year,DSL,No,Yes,Mailed check,Yes,1,54.59,2386.31,No
0,No,No,52,Two year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,91.03,4694.11,No
0,No,No,63,Two year,Fiber optic,No,No internet service,Credit card,No,4,96.61,6046.85,Yes
0,Yes,No,3,Month-to-month,Fiber optic,No internet service,Yes,Credit card,Yes,2,74.69,300.31,Yes
1,Yes,No,14,Month-to-month,No,No,No,Electronic check,No,5,40.45,505.09,No
0,No,No,20,Two year,No,Yes,No,Credit card,No,6,47.72,953.33,No
0,No,Yes,22,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,3,93.07,2121.6,Yes
0,Yes,No,72,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,No,4,82.85,5964.06,No
0,No,Yes,56,Month-to-month,Fiber optic,No,No,Mailed check,No,5,94.25,5331.87,No
1,No,No,23,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,1,79.15,1846.55,No
0,No,Yes,70,Month-to-month,Fiber optic,Unknown,No,Bank transfer,Yes,4,91.41,6398.41,No
0,No,No,36,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,4,91.63,3293.45,Yes
0,No,No,36,Month-to-month,Fiber optic,No,No,Credit card,No,2,83.57,2923.75,Yes
1,No,No,31,Two year,Fiber optic,No,Yes,Electronic check,Yes,2,75.67,2333.01,No
0,Yes,Yes,10,One year,DSL,No,No,Electronic check,Yes,4,73.13,740.59,Yes
1,No,Yes,68,One year,Fiber optic,No,Yes,Mailed check,No,5,91.83,6253.71,No
0,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,Electronic check,No,3,82.04,180.67,Yes
0,No,Yes,12,One year,Fiber optic,Yes,No internet service,Credit card,No,1,82.59,1002.32,No
1,Yes,No,16,One year,Fiber optic,Yes,Yes,Bank transfer,No,5,88.72,1444.73,Yes
1,No,No,20,Month-to-month,DSL,No internet service,No,Credit card,Yes,2,55.92,1165.0,No
1,Yes,Yes,9,One year,No,No,Yes,Bank transfer,Yes,1,20.16,203.06,No
0,Yes,No,1,One year,No,No internet service,Yes,Electronic check,No,2,44.12,40.68,No
0,Yes,No,49,Two year,Fiber optic,No,No,Electronic check,Yes,5,106.35,5207.9,No
0,No,Yes,70,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,5,91.84,6414.77,Yes
0,No,No,8,Two year,Fiber optic,No,No,Credit card,No,2,82.12,674.73,Yes
1,Yes,Yes,21,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,Yes,4,88.03,1841.82,Yes
1,No,No,36,Month-to-month,No,No internet service,No,Electronic check,Yes,6,44.91,1641.76,No
0,No,No,67,Month-to-month,DSL,No,No,Bank transfer,Yes,5,68.22,4530.38,No
0,Yes,No,50,Month-to-month,DSL,Yes,No internet service,Electronic check,No,5,67.26,3368.87,Yes
0,No,No,55,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,1,65.38,3657.98,No
0,Yes,Yes,42,Month-to-month,DSL,Yes,No,Electronic check,Yes,2,55.58,2325.38,Yes
0,Yes,No,30,One year,Fiber optic,Yes,No,Mailed check,No,1,74.25,2301.22,Yes
0,No,No,14,Month-to-month,No,No,No,Mailed check,No,6,48.87,690.73,Yes
0,Yes,No,63,Two year,DSL,No internet service,No internet service,Credit card,Yes,3,58.03,3653.63,No
0,No,No,58,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,3,81.34,4722.38,Yes
0,No,No,1,One year,Fiber optic,Yes,Yes,Electronic check,Yes,4,93.25,80.79,No
0,No,No,52,Two year,No,No internet service,No internet service,Bank transfer,Yes,4,41.2,2063.18,No
1,No,No,6,Two year,Fiber optic,Yes,No internet service,Credit card,Yes,1,82.88,532.49,Yes
0,No,No,53,One year,DSL,Yes,No,Bank transfer,Yes,6,74.97,4061.12,No
0,No,No,60,One year,Fiber optic,No,No,Credit card,Yes,3,82.31,4957.82,No
0,Yes,No,9,Month-to-month,Fiber optic,No internet service,No,Credit card,Yes,6,100.7,927.95,Yes
0,Yes,No,31,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,5,80.62,2491.92,Yes
1,No,Yes,9,Month-to-month,Fiber optic,No,No,Mailed check,No,5,105.12,992.39,Yes
0,Yes,No,41,Month-to-month,DSL,No,No,Mailed check,Yes,5,69.15,2833.58,Yes
0,Yes,Yes,67,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,6,110.11,7388.06,Yes
1,Yes,No,5,Month-to-month,Fiber optic,No,No,Credit card,Yes,2,73.78,306.29,Yes
1,No,Yes,29,Two year,DSL,No internet service,Yes,Bank transfer,No,2,47.29,1350.24,No
0,Yes,Yes,71,Two year,Fiber optic,No,No,Electronic check,Yes,5,94.69,6737.68,No
0,Yes,No,21,Two year,No,Yes,Yes,Credit card,Yes,2,31.18,691.07,No
0,Yes,No,9,One year,Fiber optic,Yes,No,Bank transfer,No,5,94.53,888.17,Yes
0,Yes,No,35,Month-to-month,DSL,Yes,No internet service,Electronic check,No,1,50.61,1708.18,No
0,No,No,37,Month-to-month,Fiber optic,Yes,No,Credit card,No,6,93.23,3390.4,No
0,Yes,Yes,48,One year,DSL,Yes,No,Mailed check,Yes,3,49.59,2403.69,No
1,No,No,22,One year,Fiber optic,No internet service,No internet service,Mailed check,Yes,1,76.2,1646.53,Yes
0,No,No,69,Month-to-month,Fiber optic,Yes,Yes,Mailed check,Yes,4,80.3,5576.48,No
0,Yes,No,38,Month-to-month,DSL,No,No internet service,Credit card,Yes,2,45.74,1672.91,Yes
0,No,No,20,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,2,76.72,1530.46,No
0,No,Yes,70,Month-to-month,No,No internet service,No,Electronic check,Yes,3,36.08,2524.23,No
0,No,No,67,Month-to-month,DSL,No internet service,No,Bank transfer,Yes,4,74.93,5039.53,No
1,Yes,No,36,Month-to-month,No,No,No,Credit card,No,1,30.38,1052.43,No
1,Yes,Yes,1,One year,Fiber optic,Yes,No,Electronic check,Yes,1,83.1,4.43,Yes
0,No,No,43,Two year,Fiber optic,No,Yes,Electronic check,Yes,3,87.42,3765.91,No
0,No,No,40,Month-to-month,DSL,Yes,No,Credit card,No,3,60.7,2449.06,Yes
0,No,Yes,10,One year,DSL,Yes,Yes,Bank transfer,No,4,78.03,820.6,No
0,No,No,46,Two year,DSL,Yes,No internet service,Mailed check,Yes,5,59.56,2725.42,No
1,Yes,Yes,61,Month-to-month,Fiber optic,No internet service,No,Mailed check,No,4,85.52,5247.75,Yes
0,No,Yes,7,One year,No,Yes,No,Mailed check,Yes,1,22.49,176.86,No
0,Yes,No,52,Month-to-month,No,No,Yes,Bank transfer,No,6,52.36,2775.62,No
0,No,Yes,10,One year,DSL,No,No,Mailed check,Yes,5,61.63,614.08,Yes
0,Yes,Yes,54,Month-to-month,DSL,No,No,Bank transfer,No,1,54.08,2851.12,Yes
0,Yes,No,30,Two year,DSL,Yes,Yes,Electronic check,Yes,5,70.98,2126.69,No
0,No,Yes,0,Two year,No,No internet service,No,Credit card,No,6,51.88,0.0,Yes
0,No,No,70,Month-to-month,DSL,No,Yes,Electronic check,Yes,4,67.77,4764.63,No
0,No,No,12,Month-to-month,DSL,No,Yes,Credit card,Yes,5,76.73,859.45,Yes
0,Yes,Yes,43,Month-to-month,Fiber optic,No,No,Electronic check,Yes,6,96.7,4145.62,Yes
0,Yes,No,13,One year,Fiber optic,No internet service,Yes,Electronic check,No,6,100.18,1337.06,Yes
0,No,Yes,68,One year,DSL,No,Yes,Electronic check,Yes,6,67.58,4591.28,No
1,Yes,No,53,Month-to-month,Fiber optic,No,No,Electronic check,No,2,73.21,3867.9,No
0,Yes,Yes,58,Two year,DSL,No,No,Mailed check,Yes,1,60.09,3561.47,No
0,No,No,31,Month-to-month,DSL,Yes,Yes,Bank transfer,No,4,58.13,1759.23,No
0,Yes,Yes,34,Month-to-month,DSL,Yes,Yes,Credit card,No,5,71.35,2475.23,No
0,No,No,46,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,4,91.19,4235.59,Yes
0,Yes,Yes,57,Month-to-month,No,Yes,No,Mailed check,No,2,36.05,2045.84,Yes
0,No,Yes,61,Month-to-month,Fiber optic,Yes,No,Electronic check,No,6,87.05,5308.73,Yes
1,No,No,1,Month-to-month,Fiber optic,No internet service,No,Credit card,No,3,88.85,87.39,Yes
0,No,No,48,Month-to-month,DSL,No internet service,No,Electronic check,Yes,5,67.15,3230.48,No
0,No,No,7,Two year,Fiber optic,No internet service,No internet service,Electronic check,No,4,84.4,567.02,Yes
0,Yes,Yes,21,Month-to-month,No,No,No,Electronic check,Yes,6,45.5,938.37,Yes
0,No,Yes,60,Two year,Fiber optic,No,Yes,Electronic check,Yes,5,98.72,5908.99,No
0,No,No,18,One year,No,Yes,Yes,Bank transfer,Yes,4,42.39,750.09,No
0,No,No,58,One year,Fiber optic,No,Yes,Electronic check,No,6,96.23,5568.91,Yes
0,No,No,33,Month-to-month,Fiber optic,Yes,No,Electronic check,No,1,67.67,2143.48,No
0,No,No,16,Two year,DSL,No,No internet service,Credit card,Yes,5,61.09,981.35,No
1,No,No,24,Month-to-month,Fiber optic,No internet service,No,Electronic check,Yes,4,92.52,2199.38,Yes
0,No,Yes,38,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,5,84.83,3148.87,Yes
1,Yes,No,55,Month-to-month,No,Yes,No,Mailed check,Yes,2,28.29,1541.95,No
0,No,No,44,Month-to-month,No,No,No internet service,Credit card,No,4,54.09,2364.72,No
0,No,No,68,Two year,Fiber optic,Yes,Yes,Bank transfer,No,2,81.76,5610.69,No
0,Yes,No,63,Two year,No,Unknown,No,Electronic check,No,1,28.95,1802.28,No
0,No,Yes,54,One year,No,Yes,No internet service,Credit card,No,4,31.63,1734.73,No
0,No,No,44,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,1,67.14,3009.47,No
0,Yes,No,21,Two year,DSL,No,No,Electronic check,Yes,1,54.27,1114.55,No
0,No,Yes,30,One year,DSL,No,No,Electronic check,Yes,4,61.31,1837.4,Yes
1,No,No,8,Month-to-month,DSL,Yes,Yes,Bank transfer,No,6,79.04,701.47,Yes
0,No,No,27,Month-to-month,DSL,No internet service,No,Electronic check,No,5,68.36,1854.88,No
0,Yes,Yes,67,One year,No,No,Yes,Mailed check,Yes,1,45.84,3086.23,No
0,No,Yes,31,Month-to-month,DSL,No,No,Electronic check,Yes,1,46.67,1430.48,Yes
0,Yes,Yes,8,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,3,85.83,714.12,Yes
1,No,No,47,One year,Fiber optic,No,No,Credit card,No,3,78.74,3699.19,Yes
0,Yes,Yes,70,Month-to-month,Fiber optic,No,No,Mailed check,Yes,1,81.29,5617.02,Yes
0,No,No,63,Month-to-month,DSL,No,Yes,Credit card,Yes,2,57.24,3591.91,No
0,No,No,20,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,Yes,1,69.33,1339.27,Yes
0,No,No,33,One year,Fiber optic,No,No,Credit card,No,4,86.7,2865.59,Yes
0,No,Yes,38,Two year,Fiber optic,No,Yes,Credit card,No,4,96.83,3642.87,No
0,No,No,18,Two year,DSL,Yes,No internet service,Bank transfer,Yes,3,66.61,1218.11,Yes
0,No,No,19,One year,Fiber optic,No internet service,Yes,Electronic check,No,4,80.11,1523.88,No
0,Yes,No,17,One year,DSL,No,No internet service,Electronic check,Yes,2,51.8,830.68,No
0,No,Yes,72,One year,Fiber optic,Yes,No,Electronic check,No,6,108.53,7794.46,No
0,No,No,54,Month-to-month,Fiber optic,No internet service,No,Bank transfer,Yes,1,74.1,4026.22,No
0,No,No,61,Month-to-month,DSL,No,No,Credit card,Yes,4,64.7,3992.62,No
0,No,No,59,One year,No,Yes,No,Mailed check,Yes,2,35.76,2073.74,No
1,No,Yes,70,One year,DSL,Yes,Yes,Electronic check,No,3,51.11,3533.8,No
0,No,No,7,Month-to-month,No,No,No internet service,Electronic check,Yes,4,32.96,308.76,No
0,No,Yes,64,Two year,No,No internet service,No,Bank transfer,Yes,4,36.66,2345.85,No
1,Yes,Yes,4,One year,Fiber optic,No,Yes,Mailed check,Yes,6,104.83,422.98,Yes
0,No,Yes,34,Month-to-month,DSL,Yes,No,Electronic check,Yes,4,69.72,2340.9,Yes
0,No,No,43,Month-to-month,DSL,No,No,Bank transfer,No,2,58.92,2542.17,Yes
0,No,No,26,Month-to-month,No,No,No,Electronic check,Yes,4,37.77,1050.62,Yes
0,No,Yes,10,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,Yes,4,95.38,963.97,No
1,Yes,No,14,Month-to-month,DSL,No internet service,No,Mailed check,No,6,71.68,1046.12,Yes
0,Yes,No,60,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,4,92.07,5525.36,Yes
0,No,Yes,23,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,6,78.07,1754.58,No
0,Yes,No,22,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,4,98.78,2145.83,No
0,Yes,No,67,One year,Fiber optic,Yes,No,Mailed check,No,4,88.26,5868.71,No
0,Yes,Yes,10,One year,DSL,No,Yes,Credit card,No,2,52.42,532.91,No
0,No,No,66,Month-to-month,No,No,No,Mailed check,Yes,2,37.37,2515.38,No
0,No,No,67,Month-to-month,DSL,No,No,Electronic check,Yes,1,58.33,3914.55,No
0,Yes,No,43,Month-to-month,Fiber optic,No,No internet service,Credit card,No,4,85.34,3657.31,Yes
0,Yes,No,12,Month-to-month,Fiber optic,Yes,Yes,Credit card,No,6,90.97,1060.05,Yes
0,Yes,No,11,Month-to-month,No,Yes,Yes,Electronic check,Yes,1,32.41,370.73,No
0,Yes,No,20,Month-to-month,Fiber optic,No,No internet service,Credit card,Yes,6,87.75,1705.47,Yes
0,No,No,42,Month-to-month,No,Yes,No,Bank transfer,Yes,6,37.44,1527.12,Yes
0,No,No,11,Two year,Fiber optic,Yes,No,Electronic check,No,3,82.49,943.4,No
0,Yes,Yes,33,Month-to-month,No,Unknown,No,Mailed check,No,2,29.61,966.02,No
0,No,No,8,Two year,DSL,Yes,No internet service,Electronic check,Yes,4,56.64,441.22,No
0,Yes,No,39,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,6,98.33,3828.11,Yes
0,Yes,Yes,1,Month-to-month,DSL,No internet service,No internet service,Credit card,No,1,51.1,80.13,No
0,No,No,51,Two year,No,No internet service,Yes,Mailed check,No,3,30.62,1568.24,No
0,No,No,4,Month-to-month,No,Yes,No internet service,Mailed check,Yes,1,36.7,117.08,Yes
0,No,No,14,One year,Fiber optic,No,Yes,Electronic check,Yes,4,90.58,1239.84,Yes
0,Yes,No,12,Two year,Fiber optic,No internet service,Yes,Mailed check,Yes,1,81.27,967.44,Yes
0,Yes,No,60,One year,Fiber optic,No,Yes,Credit card,No,2,70.26,4227.69,No
0,Yes,Yes,3,Month-to-month,DSL,No,No internet service,Electronic check,Yes,5,58.71,174.71,Yes
0,No,No,31,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,5,95.26,2948.08,Yes
0,No,No,43,Month-to-month,Fiber optic,No,No,Mailed check,No,2,90.13,3877.44,Yes
0,Yes,No,37,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,81.94,3030.33,No
0,No,No,49,Month-to-month,DSL,Unknown,Yes,Bank transfer,Yes,2,54.86,2656.92,No
0,No,Yes,58,Two year,No,Yes,Yes,Bank transfer,Yes,4,30.59,1818.5,No
0,No,Yes,28,One year,DSL,No internet service,No internet service,Mailed check,Yes,1,45.19,1246.03,No
0,Yes,No,60,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,93.66,5624.77,Yes
0,No,Yes,23,Month-to-month,DSL,Yes,No internet service,Bank transfer,Yes,1,46.54,988.01,Yes
0,Yes,No,71,One year,DSL,No,No internet service,Bank transfer,Yes,4,55.17,3908.46,No
0,No,No,36,Two year,DSL,No,Yes,Bank transfer,Yes,3,50.53,1775.1,No
1,No,No,53,Month-to-month,Fiber optic,Yes,No,Credit card,No,2,67.68,3547.88,No
0,No,No,63,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,No,4,90.86,5821.07,No
0,No,No,57,Two year,Fiber optic,No,No internet service,Electronic check,Yes,1,78.09,4461.11,Yes
1,No,Yes,62,Two year,Fiber optic,No,No,Credit card,No,4,91.56,5725.76,No
1,No,No,39,Two year,Fiber optic,No internet service,Yes,Electronic check,Yes,4,82.54,3253.27,Yes
