customerID,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
CUST-10488,1,Yes,No,55,Month-to-month,No,Yes,No,Mailed check,Yes,2,28.29,1541.95,No
CUST-10489,0,No,No,44,Month-to-month,No,No,No internet service,Credit card,No,4,54.09,2364.72,No
CUST-10490,0,No,No,68,Two year,Fiber optic,Yes,Yes,Bank transfer,No,2,81.76,5610.69,No
CUST-10491,0,Yes,No,63,Two year,No,,No,Electronic check,No,1,28.95,1802.28,No
CUST-10492,0,No,Yes,54,One year,No,Yes,No internet service,Credit card,No,4,31.63,1734.73,No
CUST-10493,0,No,No,44,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,1,67.14,3009.47,No
CUST-10494,0,Yes,No,21,Two year,DSL,No,No,Electronic check,Yes,1,54.27,1114.55,No
CUST-10495,0,No,Yes,30,One year,DSL,No,No,,Yes,4,61.31,1837.4,Yes
CUST-10496,1,No,No,8,Month-to-month,DSL,Yes,Yes,Bank transfer,No,6,79.04,701.47,Yes
CUST-10497,0,No,No,27,Month-to-month,DSL,No internet service,No,Electronic check,No,5,68.36,1854.88,No
CUST-10498,0,Yes,Yes,67,One year,No,No,Yes,Mailed check,Yes,1,45.84,3086.23,No
CUST-10499,0,No,Yes,31,Month-to-month,DSL,No,No,Electronic check,Yes,1,46.67,1430.48,Yes
CUST-10500,0,Yes,Yes,8,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,3,85.83,714.12,Yes
CUST-10501,1,No,No,47,One year,Fiber optic,No,No,Credit card,No,3,78.74,3699.19,Yes
CUST-10502,0,Yes,Yes,70,Month-to-month,Fiber optic,No,No,Mailed check,Yes,1,81.29,5617.02,Yes
CUST-10503,0,No,No,63,Month-to-month,DSL,No,Yes,Credit card,Yes,2,57.24,3591.91,No
CUST-10504,0,No,No,20,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,Yes,1,69.33,1339.27,Yes
CUST-10505,0,No,No,33,One year,Fiber optic,No,No,Credit card,No,4,86.7,2865.59,Yes
CUST-10506,0,No,Yes,38,Two year,Fiber optic,No,Yes,Credit card,No,4,96.83,3642.87,No
CUST-10507,0,No,No,18,Two year,DSL,Yes,No internet service,Bank transfer,Yes,3,66.61,1218.11,Yes
CUST-10508,0,No,No,19,One year,Fiber optic,No internet service,Yes,Electronic check,No,4,80.11,1523.88,No
CUST-10509,0,Yes,No,17,One year,DSL,No,No internet service,Electronic check,Yes,2,51.8,830.68,No
CUST-10510,0,No,Yes,72,One year,Fiber optic,Yes,No,Electronic check,No,6,108.53,7794.46,No
CUST-10511,0,No,No,54,Month-to-month,Fiber optic,No internet service,No,Bank transfer,Yes,1,74.1,4026.22,No
CUST-10512,0,No,No,61,Month-to-month,DSL,No,No,Credit card,Yes,4,64.7,3992.62,No
CUST-10513,0,No,No,59,One year,No,Yes,No,Mailed check,Yes,2,35.76,2073.74,No
CUST-10514,1,No,Yes,70,One year,DSL,Yes,Yes,Electronic check,No,3,51.11,3533.8,No
CUST-10515,0,No,No,7,Month-to-month,No,No,No internet service,Electronic check,Yes,4,32.96,308.76,No
CUST-10516,0,No,Yes,64,Two year,No,No internet service,No,Bank transfer,Yes,4,36.66,2345.85,No
CUST-10517,1,Yes,Yes,4,One year,Fiber optic,No,Yes,Mailed check,Yes,6,104.83,422.98,Yes
CUST-10518,0,No,Yes,34,Month-to-month,DSL,Yes,No,Electronic check,Yes,4,69.72,2340.9,Yes
CUST-10519,0,No,No,43,Month-to-month,DSL,No,No,Bank transfer,No,2,58.92,2542.17,Yes
CUST-10520,0,No,No,26,Month-to-month,No,No,No,Electronic check,Yes,4,37.77,1050.62,Yes
CUST-10521,0,No,Yes,10,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,Yes,4,95.38,963.97,No
CUST-10522,1,Yes,No,14,Month-to-month,DSL,No internet service,No,Mailed check,No,6,71.68,1046.12,Yes
CUST-10523,0,Yes,No,60,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,4,92.07,5525.36,Yes
CUST-10524,0,No,Yes,23,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,6,78.07,1754.58,No
CUST-10525,0,Yes,No,22,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,4,98.78,2145.83,No
CUST-10526,0,Yes,No,67,One year,Fiber optic,Yes,No,Mailed check,No,4,88.26,5868.71,No
CUST-10527,0,Yes,Yes,10,One year,DSL,No,Yes,Credit card,No,2,52.42,532.91,No
CUST-10528,0,No,No,66,Month-to-month,No,No,No,Mailed check,Yes,2,37.37,2515.38,No
CUST-10529,0,No,No,67,Month-to-month,DSL,No,No,Electronic check,Yes,1,58.33,3914.55,No
CUST-10530,0,Yes,No,43,Month-to-month,Fiber optic,No,No internet service,Credit card,No,4,85.34,3657.31,Yes
CUST-10531,0,Yes,No,12,Month-to-month,Fiber optic,Yes,Yes,Credit card,No,6,90.97,1060.05,Yes
CUST-10532,0,Yes,No,11,Month-to-month,No,Yes,Yes,Electronic check,Yes,1,32.41,370.73,No
CUST-10533,0,Yes,No,20,Month-to-month,Fiber optic,No,No internet service,Credit card,Yes,6,87.75,1705.47,Yes
CUST-10534,0,No,No,42,Month-to-month,No,Yes,No,Bank transfer,Yes,6,37.44,1527.12,Yes
CUST-10535,0,No,No,11,Two year,Fiber optic,Yes,No,Electronic check,No,3,82.49,943.4,No
CUST-10536,0,Yes,Yes,33,Month-to-month,No,,No,Mailed check,No,2,29.61,966.02,No
CUST-10537,0,No,No,8,Two year,DSL,Yes,No internet service,Electronic check,Yes,4,56.64,441.22,No
CUST-10538,0,Yes,No,39,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,6,98.33,3828.11,Yes
CUST-10539,0,Yes,Yes,1,Month-to-month,DSL,No internet service,No internet service,Credit card,No,1,51.1,80.13,No
CUST-10540,0,No,No,51,Two year,No,No internet service,Yes,Mailed check,No,3,30.62,1568.24,No
CUST-10541,0,No,No,4,Month-to-month,No,Yes,No internet service,Mailed check,Yes,1,36.7,117.08,Yes
CUST-10542,0,No,No,14,One year,Fiber optic,No,Yes,Electronic check,Yes,4,90.58,1239.84,Yes
CUST-10543,0,Yes,No,12,Two year,Fiber optic,No internet service,Yes,Mailed check,Yes,1,81.27,967.44,Yes
CUST-10544,0,Yes,No,60,One year,Fiber optic,No,Yes,Credit card,No,2,70.26,4227.69,No
CUST-10545,0,Yes,Yes,3,Month-to-month,DSL,No,No internet service,Electronic check,Yes,5,58.71,174.71,Yes
CUST-10546,0,No,No,31,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,5,95.26,2948.08,Yes
CUST-10547,0,No,No,43,Month-to-month,Fiber optic,No,No,Mailed check,No,2,90.13,3877.44,Yes
CUST-10548,0,Yes,No,37,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,81.94,3030.33,No
CUST-10549,0,No,No,49,Month-to-month,DSL,,Yes,Bank transfer,Yes,2,54.86,2656.92,No
CUST-10550,0,No,Yes,58,Two year,No,Yes,Yes,Bank transfer,Yes,4,30.59,1818.5,No
CUST-10551,0,No,Yes,28,One year,DSL,No internet service,No internet service,Mailed check,Yes,1,45.19,1246.03,No
CUST-10552,0,Yes,No,60,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,93.66,5624.77,Yes
CUST-10553,0,No,Yes,23,Month-to-month,DSL,Yes,No internet service,Bank transfer,Yes,1,46.54,988.01,Yes
CUST-10554,0,Yes,No,71,One year,DSL,No,No internet service,Bank transfer,Yes,4,55.17,3908.46,No
CUST-10555,0,No,No,36,Two year,DSL,No,Yes,Bank transfer,Yes,3,50.53,1775.1,No
CUST-10556,1,No,No,53,Month-to-month,Fiber optic,Yes,No,Credit card,No,2,67.68,3547.88,No
CUST-10557,0,No,No,63,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,No,4,90.86,5821.07,No
CUST-10558,0,No,No,57,Two year,Fiber optic,No,No internet service,Electronic check,Yes,1,78.09,4461.11,Yes
CUST-10559,1,No,Yes,62,Two year,Fiber optic,No,No,Credit card,No,4,91.56,5725.76,No
CUST-10560,1,No,No,39,Two year,Fiber optic,No internet service,Yes,Electronic check,Yes,4,82.54,3253.27,Yes
CUST-10561,0,No,No,3,Month-to-month,DSL,No,Yes,,No,3,64.54,232.95,Yes
CUST-10562,1,No,Yes,35,Month-to-month,DSL,No,No internet service,Bank transfer,No,3,62.74,2187.94,No
CUST-10563,1,Yes,Yes,13,Month-to-month,Fiber optic,Yes,No,Credit card,No,3,83.54,1150.28,Yes
CUST-10564,0,No,No,64,Month-to-month,Fiber optic,Yes,No,Mailed check,No,6,96.06,6181.71,No
CUST-10565,0,No,Yes,17,Two year,Fiber optic,No,No,Credit card,Yes,5,88.61,1508.02,No
CUST-10566,0,No,No,16,Month-to-month,DSL,No,No,Bank transfer,Yes,1,50.65,820.93,Yes
CUST-10567,0,No,Yes,18,One year,No,No,Yes,Mailed check,Yes,2,38.7,691.13,Yes
CUST-10568,0,No,Yes,46,Two year,DSL,No,No,Mailed check,Yes,1,56.33,2593.27,Yes
CUST-10569,0,Yes,No,41,Two year,Fiber optic,No,No internet service,Electronic check,No,2,77.46,3174.12,No
CUST-10570,0,No,Yes,69,One year,DSL,No internet service,No,Electronic check,Yes,5,70.73,4895.63,No
CUST-10571,0,Yes,Yes,30,Two year,Fiber optic,No internet service,Yes,Credit card,Yes,6,90.39,2781.3,No
CUST-10572,0,Yes,No,20,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,3,87.88,1709.39,No
CUST-10573,0,Yes,No,3,Month-to-month,Fiber optic,No internet service,No,Bank transfer,No,5,87.51,308.22,Yes
CUST-10574,0,Yes,No,0,Month-to-month,DSL,No internet service,No,Mailed check,Yes,3,62.64, ,Yes
CUST-10575,0,Yes,Yes,27,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,3,101.31,2786.16,No
CUST-10576,0,No,No,67,Two year,DSL,No,No,Credit card,No,5,64.08,4280.02,No
CUST-10577,1,Yes,No,38,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,2,96.54,3685.03,Yes
CUST-10578,1,No,No,65,Month-to-month,DSL,No,No internet service,Bank transfer,No,2,56.94,3694.75,No
CUST-10579,1,Yes,No,7,Month-to-month,DSL,No,Yes,Mailed check,Yes,1,45.0,245.78,No
CUST-10580,1,No,No,6,Month-to-month,Fiber optic,No,No,Electronic check,Yes,2,74.23,514.94,Yes
CUST-10581,0,No,No,60,Two year,DSL,No,Yes,Electronic check,No,1,63.69,3783.69,No
CUST-10582,0,Yes,No,7,Month-to-month,DSL,No,No,Bank transfer,Yes,5,70.46,496.58,Yes
CUST-10583,0,No,No,3,Two year,No,No,No,Electronic check,Yes,6,43.6,88.7,Yes
CUST-10584,0,No,No,29,One year,No,No internet service,No,Credit card,Yes,3,32.28,882.64,No
CUST-10585,1,No,No,67,Month-to-month,No,No internet service,No internet service,Bank transfer,No,4,40.58,2710.66,No
CUST-10586,0,Yes,No,50,Month-to-month,DSL,No,No,Electronic check,No,2,53.95,2673.76,No
CUST-10587,0,No,Yes,7,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,1,76.58,489.31,No
CUST-10588,0,No,No,61,One year,Fiber optic,Yes,No,Electronic check,Yes,4,98.64,6015.62,Yes
CUST-10589,0,Yes,No,61,Month-to-month,DSL,Yes,No,Credit card,Yes,1,42.73,2547.25,No
CUST-10590,0,No,No,58,Month-to-month,Fiber optic,No,Yes,Mailed check,No,6,100.87,5855.48,Yes
CUST-10591,0,Yes,No,65,Two year,DSL,Yes,No,Electronic check,Yes,2,53.56,3476.31,No
CUST-10592,1,No,No,17,Two year,No,No internet service,No,Mailed check,Yes,5,39.51,572.45,Yes
CUST-10593,0,Yes,Yes,71,Two year,Fiber optic,No,Yes,Mailed check,Yes,2,85.43,6044.61,No
CUST-10594,0,Yes,No,23,One year,Fiber optic,No,No internet service,Bank transfer,No,1,65.73,1530.53,No
CUST-10595,0,No,No,58,Two year,Fiber optic,Yes,No,Electronic check,Yes,4,73.8,4237.86,No
CUST-10596,0,No,No,42,Month-to-month,DSL,No,No,Electronic check,Yes,2,55.35,2345.17,No
CUST-10597,0,No,No,56,One year,Fiber optic,No,No internet service,Mailed check,No,3,82.67,4646.83,No
CUST-10598,0,No,No,45,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,2,70.88,3148.89,No
CUST-10599,0,Yes,No,46,One year,Fiber optic,Yes,No,Bank transfer,Yes,6,86.74,3989.55,No
CUST-10600,1,Yes,No,44,Two year,Fiber optic,No internet service,No,Electronic check,Yes,4,99.58,4414.52,No
CUST-10601,0,Yes,Yes,56,Two year,DSL,Yes,Yes,Electronic check,Yes,5,70.28,3900.62,No
CUST-10602,0,No,No,53,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,88.12,4662.13,Yes
CUST-10603,0,Yes,No,9,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,110.17,1037.54,No
CUST-10604,0,No,No,60,Two year,DSL,Yes,Yes,Mailed check,Yes,3,64.63,3843.49,No
CUST-10605,0,Yes,No,39,Two year,No,Yes,No,Mailed check,Yes,6,57.62,2265.55,No
CUST-10606,1,Yes,Yes,23,One year,Fiber optic,No,Yes,Electronic check,No,6,89.92,2024.99,Yes
CUST-10607,0,Yes,No,37,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,6,89.7,3312.46,Yes
CUST-10608,0,Yes,No,70,Month-to-month,No,Yes,No,Electronic check,No,5,46.2,3251.87,No
CUST-10609,0,Yes,No,62,Two year,Fiber optic,Yes,No,Mailed check,Yes,6,99.49,6072.2,Yes
CUST-10610,0,No,Yes,60,One year,No,Yes,No internet service,Electronic check,Yes,5,50.0,2978.63,No
CUST-10611,0,Yes,No,33,One year,Fiber optic,No,No,Mailed check,Yes,2,69.22,2301.43,No
CUST-10612,0,No,Yes,57,One year,Fiber optic,Yes,No,Mailed check,Yes,1,78.72,4496.07,No
CUST-10613,0,No,No,28,Month-to-month,DSL,No,No,Electronic check,No,2,59.94,1657.42,Yes
CUST-10614,0,No,No,50,Month-to-month,DSL,No internet service,No internet service,Bank transfer,Yes,4,68.62,3386.82,No
CUST-10615,0,No,Yes,46,Two year,Fiber optic,Yes,Yes,Bank transfer,No,1,72.06,3339.9,No
CUST-10616,0,Yes,No,18,Month-to-month,DSL,No,Yes,Credit card,No,2,57.11,1015.08,Yes
CUST-10617,0,Yes,No,19,One year,DSL,Yes,No internet service,Electronic check,Yes,4,58.35,1130.46,No
CUST-10618,1,Yes,No,4,One year,Fiber optic,Yes,Yes,Electronic check,No,2,77.24,324.17,No
CUST-10619,0,No,Yes,10,Two year,Fiber optic,Yes,No,Electronic check,Yes,5,86.24,844.5,No
CUST-10620,0,No,No,31,Month-to-month,DSL,No internet service,No,Credit card,Yes,6,67.45,2133.85,No
CUST-10621,0,Yes,No,34,One year,Fiber optic,No,No,Mailed check,Yes,1,73.05,2459.93,Yes
CUST-10622,0,Yes,No,12,Month-to-month,No,No,No internet service,Electronic check,No,4,35.05,468.22,No
CUST-10623,0,No,No,30,Month-to-month,Fiber optic,No,No internet service,Bank transfer,No,5,87.95,2691.35,Yes
CUST-10624,0,No,Yes,44,Month-to-month,No,No internet service,Yes,Electronic check,No,1,18.0,834.0,No
CUST-10625,0,No,No,16,Month-to-month,Fiber optic,No,No,Mailed check,No,5,104.27,1661.1,Yes
CUST-10626,0,No,No,24,Two year,DSL,Yes,No,Mailed check,Yes,4,60.0,1541.88,No
CUST-10627,0,No,No,26,Two year,Fiber optic,No internet service,No,Bank transfer,No,4,89.98,2345.55,No
CUST-10628,0,No,Yes,36,Month-to-month,No,No,No internet service,Bank transfer,No,1,18.0,657.64,No
CUST-10629,0,Yes,No,26,Two year,Fiber optic,No,No,Electronic check,No,3,91.65,2382.02,No
CUST-10630,0,Yes,No,53,Month-to-month,No,No,Yes,Bank transfer,Yes,3,34.5,1783.31,No
CUST-10631,1,No,Yes,23,One year,No,No,No internet service,Mailed check,No,1,21.84,554.12,Yes
CUST-10632,0,No,No,31,Two year,DSL,Yes,No internet service,Electronic check,Yes,5,64.89,1988.69,No
CUST-10633,0,Yes,Yes,27,One year,DSL,Yes,Yes,Credit card,No,4,68.22,1878.72,No
CUST-10634,1,No,Yes,13,Month-to-month,Fiber optic,No,No,Bank transfer,No,6,79.28,1077.02,Yes
CUST-10635,0,Yes,No,50,Month-to-month,DSL,No,Yes,Credit card,No,1,44.55,2251.63,No
CUST-10636,0,No,Yes,17,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,91.79,1532.75,Yes
CUST-10637,1,Yes,No,21,Two year,No,No,Yes,Electronic check,Yes,4,37.22,767.98,No
CUST-10638,0,No,Yes,57,One year,Fiber optic,No internet service,No internet service,Mailed check,No,4,103.03,5765.63,No
CUST-10639,0,No,No,69,Month-to-month,DSL,No internet service,Yes,Mailed check,No,2,51.97,3581.27,No
CUST-10640,0,Yes,No,48,Month-to-month,Fiber optic,No,Yes,Electronic check,No,5,98.44,4757.23,Yes
CUST-10641,0,Yes,No,66,Two year,DSL,Yes,No,Mailed check,No,2,64.87,4271.92,No
CUST-10642,0,No,No,62,Month-to-month,No,No,No,Mailed check,Yes,5,46.52,2860.64,No
CUST-10643,0,Yes,No,35,One year,DSL,No,Yes,Electronic check,No,3,54.46,1894.19,No
CUST-10644,0,Yes,No,56,One year,No,No,Yes,Credit card,Yes,3,25.79,1492.85,No
CUST-10645,0,No,Yes,23,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,4,92.47,2124.64,Yes
CUST-10646,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Mailed check,Yes,1,84.37,2858.53,Yes
CUST-10647,0,Yes,Yes,39,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,3,86.78,3361.59,No
CUST-10648,1,Yes,No,70,Month-to-month,DSL,No,Yes,Bank transfer,Yes,2,61.4,4306.69,Yes
CUST-10649,0,No,Yes,61,One year,Fiber optic,No internet service,No,Electronic check,No,6,112.55,6848.21,No
CUST-10650,0,Yes,No,35,Two year,No,No,No internet service,Bank transfer,Yes,3,38.52,1431.18,No
CUST-10651,0,Yes,No,47,Month-to-month,No,No,Yes,Bank transfer,No,1,18.0,853.19,Yes
CUST-10652,0,Yes,No,14,Month-to-month,DSL,No,Yes,Credit card,Yes,1,49.81,782.46,No
CUST-10653,0,Yes,No,58,Month-to-month,Fiber optic,No,No,Electronic check,No,6,105.22,6085.95,No
CUST-10654,1,Yes,Yes,40,Month-to-month,No,Yes,No,Electronic check,Yes,1,23.01,981.5,No
CUST-10655,0,Yes,Yes,38,One year,No,No,Yes,Bank transfer,No,1,33.53,1278.86,No
CUST-10656,0,Yes,No,55,Two year,Fiber optic,No,No internet service,Electronic check,No,2,78.6,4356.47,No
CUST-10657,1,Yes,No,46,One year,DSL,No,No,Bank transfer,Yes,2,56.01,2527.67,No
CUST-10658,0,No,Yes,5,Month-to-month,No,Yes,No,Bank transfer,Yes,1,22.4,125.94,No
CUST-10659,0,Yes,No,21,One year,Fiber optic,No internet service,Yes,,Yes,6,97.96,2014.4,No
CUST-10660,0,Yes,No,12,Month-to-month,Fiber optic,No,No,Credit card,Yes,1,75.77,919.52,Yes
CUST-10661,0,No,Yes,53,Two year,Fiber optic,No,No,Bank transfer,Yes,5,82.85,4330.31,No
CUST-10662,0,No,No,2,One year,DSL,No,No internet service,Credit card,Yes,6,69.35,134.94,Yes
CUST-10663,0,No,Yes,14,Two year,No,No,No,Bank transfer,No,4,30.6,472.22,No
CUST-10664,1,Yes,Yes,43,Month-to-month,DSL,No,No internet service,Electronic check,Yes,1,47.06,2045.48,Yes
CUST-10665,1,Yes,No,50,Month-to-month,Fiber optic,No,No,Credit card,Yes,5,87.73,4337.14,Yes
CUST-10666,1,Yes,Yes,36,One year,No,No,No,Bank transfer,Yes,2,35.07,1186.58,No
CUST-10667,0,Yes,No,62,Month-to-month,No,No internet service,No internet service,Credit card,Yes,3,39.64,2477.56,No
CUST-10668,0,Yes,No,67,One year,No,No,No,Electronic check,Yes,2,32.36,2231.37,No
CUST-10669,1,No,No,9,Month-to-month,No,No,No,Electronic check,No,5,34.89,275.45,Yes
CUST-10670,0,Yes,No,69,Two year,DSL,No,No internet service,Credit card,Yes,4,62.41,4390.19,No
CUST-10671,0,No,No,44,Month-to-month,No,No,No internet service,Electronic check,Yes,1,18.0,791.74,No
CUST-10672,0,Yes,No,46,Two year,No,No,Yes,Bank transfer,Yes,3,32.62,1422.17,No
CUST-10673,0,Yes,No,6,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,5,96.38,515.84,Yes
CUST-10674,0,No,No,45,Month-to-month,Fiber optic,Yes,No,Electronic check,No,6,102.95,4663.55,Yes
CUST-10675,1,No,No,52,Month-to-month,DSL,Yes,No internet service,Electronic check,Yes,6,74.84,3896.86,No
CUST-10676,0,Yes,Yes,42,Month-to-month,Fiber optic,No,No,Credit card,No,1,82.05,3505.39,Yes
CUST-10677,0,No,No,6,Two year,Fiber optic,No internet service,No,Electronic check,Yes,6,98.56,543.44,No
CUST-10678,1,Yes,No,38,Two year,Fiber optic,No,No,Bank transfer,No,4,86.6,3295.54,Yes
CUST-10679,0,Yes,No,68,Two year,Fiber optic,,Yes,Bank transfer,Yes,5,97.74,6646.59,No
CUST-10680,0,No,No,52,Two year,Fiber optic,No,Yes,Bank transfer,No,3,88.94,4619.16,Yes
CUST-10681,0,Yes,No,10,One year,DSL,No,Yes,Mailed check,Yes,4,59.85,583.2,No
CUST-10682,0,Yes,Yes,70,Month-to-month,No,No internet service,Yes,Electronic check,Yes,2,31.27,2174.39,No
CUST-10683,0,No,No,69,Two year,DSL,No internet service,No,Credit card,No,4,61.23,4231.86,No
CUST-10684,0,Yes,No,12,Month-to-month,DSL,No internet service,No,Electronic check,No,2,41.95,515.5,Yes
CUST-10685,0,Yes,Yes,58,Two year,DSL,No internet service,Yes,Electronic check,Yes,3,61.14,3556.22,No
CUST-10686,0,Yes,Yes,29,Month-to-month,No,Yes,No,Credit card,Yes,3,25.73,794.41,Yes
CUST-10687,0,No,Yes,43,One year,No,Yes,No,Electronic check,Yes,6,48.97,2057.66,No
CUST-10688,0,No,No,32,Month-to-month,DSL,No,No,Electronic check,No,4,53.79,1648.81,Yes
CUST-10689,0,Yes,No,57,Month-to-month,DSL,No,No,Credit card,Yes,4,58.68,3385.44,Yes
CUST-10690,0,Yes,No,72,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,2,76.4,5463.06,Yes
CUST-10691,1,No,Yes,58,Month-to-month,DSL,No,No,Electronic check,Yes,3,65.71,3796.0,No
CUST-10692,0,Yes,No,67,Month-to-month,Fiber optic,Yes,Yes,Mailed check,No,3,80.3,5355.62,No
CUST-10693,0,No,No,69,Month-to-month,DSL,Yes,Yes,Bank transfer,Yes,5,61.05,4187.11,No
CUST-10694,0,No,No,6,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,2,81.19,428.81,Yes
CUST-10695,0,Yes,Yes,18,One year,Fiber optic,No internet service,No,Bank transfer,No,1,73.2,1294.82,No
CUST-10696,0,Yes,Yes,52,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,4,92.74,4848.45,Yes
CUST-10697,0,Yes,No,43,Two year,Fiber optic,No,No,Electronic check,No,5,86.43,3716.33,Yes
CUST-10698,1,Yes,No,3,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,5,68.77,226.49,Yes
CUST-10699,0,Yes,Yes,6,One year,DSL,No internet service,Yes,Electronic check,Yes,5,82.32,474.08,Yes
CUST-10700,1,No,No,37,Month-to-month,DSL,No,No internet service,Credit card,No,3,57.06,2147.33,No
CUST-10701,1,Yes,Yes,44,Month-to-month,DSL,No internet service,No,Credit card,No,2,55.12,2404.95,No
CUST-10702,0,No,Yes,12,One year,No,Yes,Yes,Electronic check,Yes,4,28.03,252.02,No
CUST-10703,0,No,No,12,One year,DSL,No,No,Credit card,Yes,1,44.38,545.22,No
CUST-10704,0,Yes,No,9,Month-to-month,DSL,Yes,Yes,Bank transfer,No,6,74.76,703.54,Yes
CUST-10705,1,Yes,No,41,Month-to-month,DSL,No,No,Electronic check,Yes,5,65.52,2663.95,Yes
CUST-10706,0,Yes,No,0,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,4,91.69, ,No
CUST-10707,0,No,No,41,Month-to-month,No,Yes,No,Credit card,Yes,2,31.55,1259.52,No
CUST-10708,1,Yes,Yes,34,Month-to-month,No,No,No internet service,Electronic check,No,2,21.09,743.89,No
CUST-10709,0,No,No,34,One year,Fiber optic,No,Yes,Electronic check,No,6,103.09,3574.85,Yes
CUST-10710,0,No,No,49,Month-to-month,No,No,Yes,Credit card,No,1,18.0,883.47,Yes
CUST-10711,0,No,No,38,One year,Fiber optic,Yes,No,Mailed check,Yes,1,69.91,2647.52,Yes
CUST-10712,1,No,No,53,Month-to-month,No,Yes,No internet service,Mailed check,No,3,34.88,1844.41,No
CUST-10713,1,No,No,55,Month-to-month,No,No,No,Bank transfer,Yes,2,38.4,2177.13,No
CUST-10714,0,No,Yes,67,Month-to-month,DSL,No internet service,No,Bank transfer,No,5,61.48,4135.27,No
CUST-10715,0,No,Yes,58,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,No,1,75.39,4458.39,No
CUST-10716,0,No,No,37,Month-to-month,DSL,No,No,Electronic check,Yes,5,68.44,2543.45,Yes
CUST-10717,0,No,No,35,Two year,DSL,No,Yes,Credit card,Yes,5,71.44,2474.25,No
CUST-10718,0,No,Yes,17,One year,No,No,No,Mailed check,Yes,2,36.1,590.36,No
CUST-10719,0,Yes,Yes,43,Month-to-month,DSL,No internet service,Yes,Bank transfer,Yes,4,60.58,2607.4,No
CUST-10720,0,No,No,10,Month-to-month,Fiber optic,Yes,No,Credit card,No,5,98.57,904.05,Yes
CUST-10721,0,No,Yes,67,Two year,No,No,Yes,Electronic check,Yes,6,54.98,3664.66,No
CUST-10722,0,No,Yes,61,Month-to-month,Fiber optic,No,No,Credit card,No,5,103.2,6277.09,Yes
CUST-10723,0,Yes,No,8,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,6,100.01,809.67,Yes
CUST-10724,0,No,No,57,Two year,Fiber optic,Yes,No internet service,Credit card,Yes,1,75.44,4377.75,Yes
CUST-10725,0,No,No,8,Month-to-month,No,Yes,No internet service,Electronic check,No,4,35.15,283.39,Yes
CUST-10726,0,No,No,52,Month-to-month,DSL,No,No,Electronic check,Yes,5,58.75,2978.09,Yes
CUST-10727,1,Yes,No,6,Month-to-month,DSL,No,No,Bank transfer,No,2,52.33,277.42,Yes
CUST-10728,0,No,No,35,One year,Fiber optic,No,Yes,Credit card,No,2,79.67,2798.94,Yes
CUST-10729,0,No,Yes,48,Month-to-month,No,Yes,No internet service,Credit card,Yes,1,23.84,1148.04,No
CUST-10730,1,No,Yes,53,One year,DSL,,No,Mailed check,Yes,6,75.59,4071.25,No
CUST-10731,0,No,No,30,Month-to-month,Fiber optic,No,No,Mailed check,Yes,6,88.27,2686.5,Yes
CUST-10732,0,No,No,67,Month-to-month,No,No internet service,No,Electronic check,No,1,23.41,1605.67,No
CUST-10733,0,No,No,56,Month-to-month,DSL,,No,Bank transfer,Yes,2,65.97,3685.63,No
CUST-10734,1,Yes,Yes,15,Two year,DSL,No internet service,No internet service,Credit card,No,3,64.47,1011.01,No
CUST-10735,0,No,No,48,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,No,6,100.7,4797.76,No
CUST-10736,1,Yes,No,53,One year,DSL,No internet service,No,Mailed check,Yes,5,69.84,3740.25,No
